0	-97.954361	0.000005	151.384628
1	-96.357346	0.000008	201.846161
2	-96.585976	0.000007	454.153839
3	-95.640419	0.000009	454.153839
4	-96.953209	0.000007	151.384628
5	-98.118263	0.000005	100.923080
6	-97.954361	0.000005	100.923080
7	-96.704971	0.000007	151.384628
8	-96.035500	0.000008	302.769257
9	-96.827316	0.000007	100.923080
10	-96.953209	0.000007	201.846161
11	-95.192291	0.000010	201.846161
12	-89.503380	0.000022	0.000000
13	-83.540604	0.000055	50.461540
14	-73.305489	0.000154	151.384628
15	-71.315605	0.000225	50.461540
16	-66.250977	0.000390	100.923080
17	-64.117867	0.000524	252.307709
18	-60.987171	0.000648	201.846161
19	-58.366844	0.000903	302.769257
20	-55.176662	0.001463	252.307709
21	-53.117210	0.001907	302.769257
22	-50.873390	0.002399	252.307709
23	-50.134460	0.002597	353.230774
24	-52.192310	0.002090	555.076965
25	-53.562214	0.001778	504.615417
26	-48.328949	0.002934	857.846191
27	-47.191662	0.003659	454.153839
28	-44.928066	0.004397	555.076965
29	-44.535728	0.005177	100.923080
30	-44.302547	0.004687	555.076965
31	-49.419044	0.002875	403.692322
32	-46.975834	0.003771	353.230774
33	-47.098099	0.003631	302.769257
34	-50.255211	0.002500	454.153839
35	-49.463089	0.002848	252.307709
36	-54.502598	0.001556	706.461548
37	-46.625343	0.003971	302.769257
38	-48.788254	0.003068	302.769257
39	-50.041672	0.002632	504.615417
40	-46.894470	0.003424	908.307678
41	-50.388412	0.002535	201.846161
42	-53.310993	0.001845	504.615417
43	-53.104603	0.001818	605.538513
44	-51.612892	0.001952	302.769257
45	-51.203091	0.002254	403.692322
46	-52.209988	0.002109	201.846161
47	-58.466011	0.000997	807.384644
48	-57.477699	0.001103	706.461548
49	-53.290382	0.001762	353.230774
50	-53.837193	0.001664	302.769257
51	-47.914021	0.003474	353.230774
52	-50.558167	0.002439	252.307709
53	-54.769650	0.001441	504.615417
54	-56.479141	0.001204	353.230774
55	-54.635616	0.001518	302.769257
56	-50.476887	0.002670	201.846161
57	-54.372780	0.001578	302.769257
58	-51.809250	0.002175	151.384628
59	-52.923698	0.002002	252.307709
60	-54.541882	0.001556	353.230774
61	-56.805382	0.001212	403.692322
62	-53.391033	0.001712	100.923080
63	-55.936161	0.001259	252.307709
64	-53.265991	0.001719	353.230774
65	-55.352371	0.001439	302.769257
66	-59.739731	0.000877	857.846191
67	-58.320816	0.000988	252.307709
68	-59.427773	0.000840	756.923096
69	-62.063595	0.000666	403.692322
70	-69.023315	0.000293	908.307678
71	-60.358212	0.000773	302.769257
72	-58.253094	0.001062	201.846161
73	-60.572662	0.000828	201.846161
74	-58.943569	0.000942	151.384628
75	-63.011574	0.000585	353.230774
76	-58.064907	0.000987	302.769257
77	-59.098087	0.000955	151.384628
78	-58.181812	0.001024	201.846161
79	-60.478256	0.000794	454.153839
80	-56.314156	0.001210	403.692322
81	-58.205761	0.001025	353.230774
82	-57.181286	0.001205	151.384628
83	-56.013420	0.001190	353.230774
84	-56.600002	0.001305	201.846161
85	-52.463894	0.001642	1867.076904
86	-55.604904	0.001414	555.076965
87	-55.905636	0.001250	302.769257
88	-56.197296	0.001118	605.538513
89	-56.679001	0.001170	403.692322
90	-58.741367	0.000943	403.692322
91	-57.559158	0.001225	100.923080
92	-56.046146	0.001270	403.692322
93	-54.370300	0.001672	151.384628
94	-52.322655	0.001815	656.000000
